Year,Region,Type,Sub-type,Total
2010,REGION VII (CENTRAL VISAYAS),Sex,No info,0
2010,REGION VIII (EASTERN VISAYAS),Sex,No info,0
2010,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,2
2010,REGION X (NORTHERN MINDANAO),Sex,No info,0
2010,REGION XI (DAVAO REGION),Sex,No info,1
2010,REGION XII (SOCCSKSARGEN),Sex,No info,0
2010,REGION XIII (Caraga),Sex,No info,0
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2010,NO INFO,Sex,No info,0
2011,NATIONAL CAPITAL REGION (NCR),Sex,Female,1984
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,472
2011,REGION I (ILOCOS REGION),Sex,Female,777
2011,REGION II (CAGAYAN VALLEY),Sex,Female,440
2011,REGION III (CENTRAL LUZON),Sex,Female,1251
2011,REGION IV-A (CALABARZON),Sex,Female,1176
2011,MIMAROPA REGION,Sex,Female,210
2011,REGION V (BICOL REGION),Sex,Female,400
2011,REGION VI (WESTERN VISAYAS),Sex,Female,550
2011,REGION VII (CENTRAL VISAYAS),Sex,Female,591
2011,REGION VIII (EASTERN VISAYAS),Sex,Female,457
2011,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,252
2011,REGION X (NORTHERN MINDANAO),Sex,Female,491
2011,REGION XI (DAVAO REGION),Sex,Female,405
2011,REGION XII (SOCCSKSARGEN),Sex,Female,394
2011,REGION XIII (Caraga),Sex,Female,230
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,33
2011,NO INFO,Sex,Female,0
2011,NATIONAL CAPITAL REGION (NCR),Sex,Male,1422
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,300
2011,REGION I (ILOCOS REGION),Sex,Male,654
2011,REGION II (CAGAYAN VALLEY),Sex,Male,325
2011,REGION III (CENTRAL LUZON),Sex,Male,1254
2011,REGION IV-A (CALABARZON),Sex,Male,1075
2011,MIMAROPA REGION,Sex,Male,203
2011,REGION V (BICOL REGION),Sex,Male,363
2011,REGION VI (WESTERN VISAYAS),Sex,Male,397
2011,REGION VII (CENTRAL VISAYAS),Sex,Male,508
2011,REGION VIII (EASTERN VISAYAS),Sex,Male,248
2011,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,232
2011,REGION X (NORTHERN MINDANAO),Sex,Male,359
2011,REGION XI (DAVAO REGION),Sex,Male,341
2011,REGION XII (SOCCSKSARGEN),Sex,Male,375
2011,REGION XIII (Caraga),Sex,Male,193
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,27
2011,NO INFO,Sex,Male,0
2011,NATIONAL CAPITAL REGION (NCR),Sex,No info,2
2011,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2011,REGION I (ILOCOS REGION),Sex,No info,0
2011,REGION II (CAGAYAN VALLEY),Sex,No info,0
2011,REGION III (CENTRAL LUZON),Sex,No info,0
2011,REGION IV-A (CALABARZON),Sex,No info,0
2011,MIMAROPA REGION,Sex,No info,0
2011,REGION V (BICOL REGION),Sex,No info,1
2011,REGION VI (WESTERN VISAYAS),Sex,No info,0
2011,REGION VII (CENTRAL VISAYAS),Sex,No info,0
2011,REGION VIII (EASTERN VISAYAS),Sex,No info,0
2011,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,2
2011,REGION X (NORTHERN MINDANAO),Sex,No info,0
2011,REGION XI (DAVAO REGION),Sex,No info,1
2011,REGION XII (SOCCSKSARGEN),Sex,No info,0
2011,REGION XIII (Caraga),Sex,No info,0
2011,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2011,NO INFO,Sex,No info,0
2012,NATIONAL CAPITAL REGION (NCR),Sex,Female,5015
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,487
2012,REGION I (ILOCOS REGION),Sex,Female,770
2012,REGION II (CAGAYAN VALLEY),Sex,Female,443
2012,REGION III (CENTRAL LUZON),Sex,Female,1286
2012,REGION IV-A (CALABARZON),Sex,Female,1189
2012,MIMAROPA REGION,Sex,Female,213
2012,REGION V (BICOL REGION),Sex,Female,402
2012,REGION VI (WESTERN VISAYAS),Sex,Female,600
2012,REGION VII (CENTRAL VISAYAS),Sex,Female,590
2012,REGION VIII (EASTERN VISAYAS),Sex,Female,461
2012,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,291
2012,REGION X (NORTHERN MINDANAO),Sex,Female,519
2012,REGION XI (DAVAO REGION),Sex,Female,378
2012,REGION XII (SOCCSKSARGEN),Sex,Female,404
2012,REGION XIII (Caraga),Sex,Female,228
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,32
2012,NO INFO,Sex,Female,0
2012,NATIONAL CAPITAL REGION (NCR),Sex,Male,3520
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,309
2012,REGION I (ILOCOS REGION),Sex,Male,653
2012,REGION II (CAGAYAN VALLEY),Sex,Male,336
2012,REGION III (CENTRAL LUZON),Sex,Male,1271
2012,REGION IV-A (CALABARZON),Sex,Male,1069
2012,MIMAROPA REGION,Sex,Male,201
2012,REGION V (BICOL REGION),Sex,Male,363
2012,REGION VI (WESTERN VISAYAS),Sex,Male,414
2012,REGION VII (CENTRAL VISAYAS),Sex,Male,509
2012,REGION VIII (EASTERN VISAYAS),Sex,Male,248
2012,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,266
2012,REGION X (NORTHERN MINDANAO),Sex,Male,374
2012,REGION XI (DAVAO REGION),Sex,Male,328
2012,REGION XII (SOCCSKSARGEN),Sex,Male,380
2012,REGION XIII (Caraga),Sex,Male,192
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,27
2012,NO INFO,Sex,Male,0
2012,NATIONAL CAPITAL REGION (NCR),Sex,No info,4
2012,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2012,REGION I (ILOCOS REGION),Sex,No info,0
2012,REGION II (CAGAYAN VALLEY),Sex,No info,0
2012,REGION III (CENTRAL LUZON),Sex,No info,0
2012,REGION IV-A (CALABARZON),Sex,No info,0
2012,MIMAROPA REGION,Sex,No info,0
2012,REGION V (BICOL REGION),Sex,No info,1
2012,REGION VI (WESTERN VISAYAS),Sex,No info,0
2012,REGION VII (CENTRAL VISAYAS),Sex,No info,0
2012,REGION VIII (EASTERN VISAYAS),Sex,No info,0
2012,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,2
2012,REGION X (NORTHERN MINDANAO),Sex,No info,0
2012,REGION XI (DAVAO REGION),Sex,No info,1
2012,REGION XII (SOCCSKSARGEN),Sex,No info,0
2012,REGION XIII (Caraga),Sex,No info,0
2012,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2012,NO INFO,Sex,No info,0
2013,NATIONAL CAPITAL REGION (NCR),Sex,Female,5792
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,486
2013,REGION I (ILOCOS REGION),Sex,Female,793
2013,REGION II (CAGAYAN VALLEY),Sex,Female,458
2013,REGION III (CENTRAL LUZON),Sex,Female,1325
2013,REGION IV-A (CALABARZON),Sex,Female,1244
2013,MIMAROPA REGION,Sex,Female,213
2013,REGION V (BICOL REGION),Sex,Female,414
2013,REGION VI (WESTERN VISAYAS),Sex,Female,611
2013,REGION VII (CENTRAL VISAYAS),Sex,Female,639
2013,REGION VIII (EASTERN VISAYAS),Sex,Female,491
2013,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,291
2013,REGION X (NORTHERN MINDANAO),Sex,Female,530
2013,REGION XI (DAVAO REGION),Sex,Female,388
2013,REGION XII (SOCCSKSARGEN),Sex,Female,405
2013,REGION XIII (Caraga),Sex,Female,229
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,33
2013,NO INFO,Sex,Female,0
2013,NATIONAL CAPITAL REGION (NCR),Sex,Male,3950
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,307
2013,REGION I (ILOCOS REGION),Sex,Male,660
2013,REGION II (CAGAYAN VALLEY),Sex,Male,346
2013,REGION III (CENTRAL LUZON),Sex,Male,1304
2013,REGION IV-A (CALABARZON),Sex,Male,1132
2013,MIMAROPA REGION,Sex,Male,200
2013,REGION V (BICOL REGION),Sex,Male,378
2013,REGION VI (WESTERN VISAYAS),Sex,Male,419
2013,REGION VII (CENTRAL VISAYAS),Sex,Male,537
2013,REGION VIII (EASTERN VISAYAS),Sex,Male,268
2013,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,266
2013,REGION X (NORTHERN MINDANAO),Sex,Male,385
2013,REGION XI (DAVAO REGION),Sex,Male,331
2013,REGION XII (SOCCSKSARGEN),Sex,Male,381
2013,REGION XIII (Caraga),Sex,Male,194
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,28
2013,NO INFO,Sex,Male,0
2013,NATIONAL CAPITAL REGION (NCR),Sex,No info,4
2013,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2013,REGION I (ILOCOS REGION),Sex,No info,0
2013,REGION II (CAGAYAN VALLEY),Sex,No info,1
2013,REGION III (CENTRAL LUZON),Sex,No info,0
2013,REGION IV-A (CALABARZON),Sex,No info,0
2013,MIMAROPA REGION,Sex,No info,0
2013,REGION V (BICOL REGION),Sex,No info,1
2013,REGION VI (WESTERN VISAYAS),Sex,No info,0
2013,REGION VII (CENTRAL VISAYAS),Sex,No info,0
2013,REGION VIII (EASTERN VISAYAS),Sex,No info,0
2013,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,2
2013,REGION X (NORTHERN MINDANAO),Sex,No info,0
2013,REGION XI (DAVAO REGION),Sex,No info,1
2013,REGION XII (SOCCSKSARGEN),Sex,No info,0
2013,REGION XIII (Caraga),Sex,No info,0
2013,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2013,NO INFO,Sex,No info,0
2014,NATIONAL CAPITAL REGION (NCR),Sex,Female,5800
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,487
2014,REGION I (ILOCOS REGION),Sex,Female,931
2014,REGION II (CAGAYAN VALLEY),Sex,Female,465
2014,REGION III (CENTRAL LUZON),Sex,Female,1324
2014,REGION IV-A (CALABARZON),Sex,Female,1248
2014,MIMAROPA REGION,Sex,Female,223
2014,REGION V (BICOL REGION),Sex,Female,415
2014,REGION VI (WESTERN VISAYAS),Sex,Female,645
2014,REGION VII (CENTRAL VISAYAS),Sex,Female,648
2014,REGION VIII (EASTERN VISAYAS),Sex,Female,495
2014,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,293
2014,REGION X (NORTHERN MINDANAO),Sex,Female,538
2014,REGION XI (DAVAO REGION),Sex,Female,388
2014,REGION XII (SOCCSKSARGEN),Sex,Female,405
2014,REGION XIII (Caraga),Sex,Female,232
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,38
2014,NO INFO,Sex,Female,0
2014,NATIONAL CAPITAL REGION (NCR),Sex,Male,3982
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,304
2014,REGION I (ILOCOS REGION),Sex,Male,782
2014,REGION II (CAGAYAN VALLEY),Sex,Male,346
2014,REGION III (CENTRAL LUZON),Sex,Male,1304
2014,REGION IV-A (CALABARZON),Sex,Male,1134
2014,MIMAROPA REGION,Sex,Male,203
2014,REGION V (BICOL REGION),Sex,Male,379
2014,REGION VI (WESTERN VISAYAS),Sex,Male,440
2014,REGION VII (CENTRAL VISAYAS),Sex,Male,541
2014,REGION VIII (EASTERN VISAYAS),Sex,Male,272
2014,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,265
2014,REGION X (NORTHERN MINDANAO),Sex,Male,391
2014,REGION XI (DAVAO REGION),Sex,Male,331
2014,REGION XII (SOCCSKSARGEN),Sex,Male,383
2014,REGION XIII (Caraga),Sex,Male,194
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,30
2014,NO INFO,Sex,Male,0
2014,NATIONAL CAPITAL REGION (NCR),Sex,No info,3
2014,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2014,REGION I (ILOCOS REGION),Sex,No info,1
2014,REGION II (CAGAYAN VALLEY),Sex,No info,1
2014,REGION III (CENTRAL LUZON),Sex,No info,0
2014,REGION IV-A (CALABARZON),Sex,No info,0
2014,MIMAROPA REGION,Sex,No info,0
2014,REGION V (BICOL REGION),Sex,No info,1
2014,REGION VI (WESTERN VISAYAS),Sex,No info,0
2014,REGION VII (CENTRAL VISAYAS),Sex,No info,0
2014,REGION VIII (EASTERN VISAYAS),Sex,No info,0
2014,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,2
2014,REGION X (NORTHERN MINDANAO),Sex,No info,0
2014,REGION XI (DAVAO REGION),Sex,No info,1
2014,REGION XII (SOCCSKSARGEN),Sex,No info,0
2014,REGION XIII (Caraga),Sex,No info,0
2014,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2014,NO INFO,Sex,No info,0
2015,NATIONAL CAPITAL REGION (NCR),Sex,Female,6516
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,633
2015,REGION I (ILOCOS REGION),Sex,Female,1002
2015,REGION II (CAGAYAN VALLEY),Sex,Female,636
2015,REGION III (CENTRAL LUZON),Sex,Female,1966
2015,REGION IV-A (CALABARZON),Sex,Female,2088
2015,MIMAROPA REGION,Sex,Female,221
2015,REGION V (BICOL REGION),Sex,Female,631
2015,REGION VI (WESTERN VISAYAS),Sex,Female,1206
2015,REGION VII (CENTRAL VISAYAS),Sex,Female,1082
2015,REGION VIII (EASTERN VISAYAS),Sex,Female,620
2015,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,476
2015,REGION X (NORTHERN MINDANAO),Sex,Female,676
2015,REGION XI (DAVAO REGION),Sex,Female,809
2015,REGION XII (SOCCSKSARGEN),Sex,Female,480
2015,REGION XIII (Caraga),Sex,Female,251
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,156
2015,NO INFO,Sex,Female,0
2015,NATIONAL CAPITAL REGION (NCR),Sex,Male,4552
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,361
2015,REGION I (ILOCOS REGION),Sex,Male,823
2015,REGION II (CAGAYAN VALLEY),Sex,Male,431
2015,REGION III (CENTRAL LUZON),Sex,Male,1798
2015,REGION IV-A (CALABARZON),Sex,Male,1779
2015,MIMAROPA REGION,Sex,Male,193
2015,REGION V (BICOL REGION),Sex,Male,580
2015,REGION VI (WESTERN VISAYAS),Sex,Male,707
2015,REGION VII (CENTRAL VISAYAS),Sex,Male,869
2015,REGION VIII (EASTERN VISAYAS),Sex,Male,364
2015,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,400
2015,REGION X (NORTHERN MINDANAO),Sex,Male,481
2015,REGION XI (DAVAO REGION),Sex,Male,609
2015,REGION XII (SOCCSKSARGEN),Sex,Male,415
2015,REGION XIII (Caraga),Sex,Male,210
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,93
2015,NO INFO,Sex,Male,0
2015,NATIONAL CAPITAL REGION (NCR),Sex,No info,3
2015,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2015,REGION I (ILOCOS REGION),Sex,No info,1
2015,REGION II (CAGAYAN VALLEY),Sex,No info,1
2015,REGION III (CENTRAL LUZON),Sex,No info,0
2015,REGION IV-A (CALABARZON),Sex,No info,2
2015,MIMAROPA REGION,Sex,No info,0
2015,REGION V (BICOL REGION),Sex,No info,1
2015,REGION VI (WESTERN VISAYAS),Sex,No info,8
2015,REGION VII (CENTRAL VISAYAS),Sex,No info,1
2015,REGION VIII (EASTERN VISAYAS),Sex,No info,2
2015,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,1
2015,REGION X (NORTHERN MINDANAO),Sex,No info,0
2015,REGION XI (DAVAO REGION),Sex,No info,1
2015,REGION XII (SOCCSKSARGEN),Sex,No info,0
2015,REGION XIII (Caraga),Sex,No info,0
2015,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2015,NO INFO,Sex,No info,0
2016,NATIONAL CAPITAL REGION (NCR),Sex,Female,7081
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,637
2016,REGION I (ILOCOS REGION),Sex,Female,1005
2016,REGION II (CAGAYAN VALLEY),Sex,Female,635
2016,REGION III (CENTRAL LUZON),Sex,Female,1982
2016,REGION IV-A (CALABARZON),Sex,Female,2102
2016,MIMAROPA REGION,Sex,Female,221
2016,REGION V (BICOL REGION),Sex,Female,667
2016,REGION VI (WESTERN VISAYAS),Sex,Female,1339
2016,REGION VII (CENTRAL VISAYAS),Sex,Female,1066
2016,REGION VIII (EASTERN VISAYAS),Sex,Female,619
2016,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,478
2016,REGION X (NORTHERN MINDANAO),Sex,Female,676
2016,REGION XI (DAVAO REGION),Sex,Female,810
2016,REGION XII (SOCCSKSARGEN),Sex,Female,502
2016,REGION XIII (Caraga),Sex,Female,253
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,156
2016,NO INFO,Sex,Female,24
2016,NATIONAL CAPITAL REGION (NCR),Sex,Male,4929
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,365
2016,REGION I (ILOCOS REGION),Sex,Male,827
2016,REGION II (CAGAYAN VALLEY),Sex,Male,430
2016,REGION III (CENTRAL LUZON),Sex,Male,1809
2016,REGION IV-A (CALABARZON),Sex,Male,1787
2016,MIMAROPA REGION,Sex,Male,193
2016,REGION V (BICOL REGION),Sex,Male,604
2016,REGION VI (WESTERN VISAYAS),Sex,Male,751
2016,REGION VII (CENTRAL VISAYAS),Sex,Male,851
2016,REGION VIII (EASTERN VISAYAS),Sex,Male,364
2016,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,405
2016,REGION X (NORTHERN MINDANAO),Sex,Male,490
2016,REGION XI (DAVAO REGION),Sex,Male,609
2016,REGION XII (SOCCSKSARGEN),Sex,Male,424
2016,REGION XIII (Caraga),Sex,Male,210
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,93
2016,NO INFO,Sex,Male,7
2016,NATIONAL CAPITAL REGION (NCR),Sex,No info,3
2016,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2016,REGION I (ILOCOS REGION),Sex,No info,1
2016,REGION II (CAGAYAN VALLEY),Sex,No info,1
2016,REGION III (CENTRAL LUZON),Sex,No info,0
2016,REGION IV-A (CALABARZON),Sex,No info,2
2016,MIMAROPA REGION,Sex,No info,0
2016,REGION V (BICOL REGION),Sex,No info,1
2016,REGION VI (WESTERN VISAYAS),Sex,No info,8
2016,REGION VII (CENTRAL VISAYAS),Sex,No info,1
2016,REGION VIII (EASTERN VISAYAS),Sex,No info,2
2016,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,1
2016,REGION X (NORTHERN MINDANAO),Sex,No info,0
2016,REGION XI (DAVAO REGION),Sex,No info,1
2016,REGION XII (SOCCSKSARGEN),Sex,No info,0
2016,REGION XIII (Caraga),Sex,No info,0
2016,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2016,NO INFO,Sex,No info,0
2017,NATIONAL CAPITAL REGION (NCR),Sex,Female,7900
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,641
2017,REGION I (ILOCOS REGION),Sex,Female,1004
2017,REGION II (CAGAYAN VALLEY),Sex,Female,634
2017,REGION III (CENTRAL LUZON),Sex,Female,2019
2017,REGION IV-A (CALABARZON),Sex,Female,2127
2017,MIMAROPA REGION,Sex,Female,221
2017,REGION V (BICOL REGION),Sex,Female,671
2017,REGION VI (WESTERN VISAYAS),Sex,Female,1338
2017,REGION VII (CENTRAL VISAYAS),Sex,Female,1194
2017,REGION VIII (EASTERN VISAYAS),Sex,Female,619
2017,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,476
2017,REGION X (NORTHERN MINDANAO),Sex,Female,722
2017,REGION XI (DAVAO REGION),Sex,Female,810
2017,REGION XII (SOCCSKSARGEN),Sex,Female,515
2017,REGION XIII (Caraga),Sex,Female,252
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,158
2017,NO INFO,Sex,Female,21
2017,NATIONAL CAPITAL REGION (NCR),Sex,Male,5417
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,366
2017,REGION I (ILOCOS REGION),Sex,Male,826
2017,REGION II (CAGAYAN VALLEY),Sex,Male,428
2017,REGION III (CENTRAL LUZON),Sex,Male,1820
2017,REGION IV-A (CALABARZON),Sex,Male,1802
2017,MIMAROPA REGION,Sex,Male,194
2017,REGION V (BICOL REGION),Sex,Male,613
2017,REGION VI (WESTERN VISAYAS),Sex,Male,753
2017,REGION VII (CENTRAL VISAYAS),Sex,Male,913
2017,REGION VIII (EASTERN VISAYAS),Sex,Male,364
2017,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,404
2017,REGION X (NORTHERN MINDANAO),Sex,Male,520
2017,REGION XI (DAVAO REGION),Sex,Male,609
2017,REGION XII (SOCCSKSARGEN),Sex,Male,428
2017,REGION XIII (Caraga),Sex,Male,209
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,94
2017,NO INFO,Sex,Male,5
2017,NATIONAL CAPITAL REGION (NCR),Sex,No info,3
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2017,REGION I (ILOCOS REGION),Sex,No info,1
2017,REGION II (CAGAYAN VALLEY),Sex,No info,1
2017,REGION III (CENTRAL LUZON),Sex,No info,0
2017,REGION IV-A (CALABARZON),Sex,No info,2
2017,MIMAROPA REGION,Sex,No info,0
2017,REGION V (BICOL REGION),Sex,No info,1
2017,REGION VI (WESTERN VISAYAS),Sex,No info,8
2017,REGION VII (CENTRAL VISAYAS),Sex,No info,1
2017,REGION VIII (EASTERN VISAYAS),Sex,No info,2
2017,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,1
2017,REGION X (NORTHERN MINDANAO),Sex,No info,0
2017,REGION XI (DAVAO REGION),Sex,No info,1
2017,REGION XII (SOCCSKSARGEN),Sex,No info,0
2017,REGION XIII (Caraga),Sex,No info,0
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2017,NO INFO,Sex,No info,0
2018,NATIONAL CAPITAL REGION (NCR),Sex,Female,5866
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,395
2018,REGION I (ILOCOS REGION),Sex,Female,627
2018,REGION II (CAGAYAN VALLEY),Sex,Female,380
2018,REGION III (CENTRAL LUZON),Sex,Female,1343
2018,REGION IV-A (CALABARZON),Sex,Female,1355
2018,MIMAROPA REGION,Sex,Female,150
2018,REGION V (BICOL REGION),Sex,Female,375
2018,REGION VI (WESTERN VISAYAS),Sex,Female,1015
2018,REGION VII (CENTRAL VISAYAS),Sex,Female,964
2018,REGION VIII (EASTERN VISAYAS),Sex,Female,436
2018,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,304
2018,REGION X (NORTHERN MINDANAO),Sex,Female,491
2018,REGION XI (DAVAO REGION),Sex,Female,542
2018,REGION XII (SOCCSKSARGEN),Sex,Female,331
2018,REGION XIII (Caraga),Sex,Female,198
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,130
2018,NO INFO,Sex,Female,
2018,NATIONAL CAPITAL REGION (NCR),Sex,Male,3647
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,181
2018,REGION I (ILOCOS REGION),Sex,Male,475
2018,REGION II (CAGAYAN VALLEY),Sex,Male,234
2018,REGION III (CENTRAL LUZON),Sex,Male,1017
2018,REGION IV-A (CALABARZON),Sex,Male,994
2018,MIMAROPA REGION,Sex,Male,128
2018,REGION V (BICOL REGION),Sex,Male,370
2018,REGION VI (WESTERN VISAYAS),Sex,Male,533
2018,REGION VII (CENTRAL VISAYAS),Sex,Male,671
2018,REGION VIII (EASTERN VISAYAS),Sex,Male,235
2018,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,244
2018,REGION X (NORTHERN MINDANAO),Sex,Male,307
2018,REGION XI (DAVAO REGION),Sex,Male,385
2018,REGION XII (SOCCSKSARGEN),Sex,Male,217
2018,REGION XIII (Caraga),Sex,Male,162
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,71
2018,NO INFO,Sex,Male,
2018,NATIONAL CAPITAL REGION (NCR),Sex,No info,2
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2018,REGION I (ILOCOS REGION),Sex,No info,1
2018,REGION II (CAGAYAN VALLEY),Sex,No info,1
2018,REGION III (CENTRAL LUZON),Sex,No info,0
2018,REGION IV-A (CALABARZON),Sex,No info,2
2018,MIMAROPA REGION,Sex,No info,0
2018,REGION V (BICOL REGION),Sex,No info,0
2018,REGION VI (WESTERN VISAYAS),Sex,No info,8
2018,REGION VII (CENTRAL VISAYAS),Sex,No info,1
2018,REGION VIII (EASTERN VISAYAS),Sex,No info,2
2018,REGION IX (ZAMBOANGA PENINSULA),Sex,No info,0
2018,REGION X (NORTHERN MINDANAO),Sex,No info,0
2018,REGION XI (DAVAO REGION),Sex,No info,1
2018,REGION XII (SOCCSKSARGEN),Sex,No info,0
2018,REGION XIII (Caraga),Sex,No info,0
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,No info,0
2018,NO INFO,Sex,No info,0
2019,NATIONAL CAPITAL REGION (NCR),Sex,Female,5866
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,390
2019,REGION I (ILOCOS REGION),Sex,Female,627
2019,REGION II (CAGAYAN VALLEY),Sex,Female,380
2019,REGION III (CENTRAL LUZON),Sex,Female,1343
2019,REGION IV-A (CALABARZON),Sex,Female,1355
2019,MIMAROPA REGION,Sex,Female,150
2019,REGION V (BICOL REGION),Sex,Female,375
2019,REGION VI (WESTERN VISAYAS),Sex,Female,1015
2019,REGION VII (CENTRAL VISAYAS),Sex,Female,964
2019,REGION VIII (EASTERN VISAYAS),Sex,Female,436
2019,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,304
2019,REGION X (NORTHERN MINDANAO),Sex,Female,491
2019,REGION XI (DAVAO REGION),Sex,Female,542
2019,REGION XII (SOCCSKSARGEN),Sex,Female,331
2019,REGION XIII (Caraga),Sex,Female,198
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,130
2019,NO INFO,Sex,Female,
2019,NATIONAL CAPITAL REGION (NCR),Sex,Male,3647
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,181
2019,REGION I (ILOCOS REGION),Sex,Male,475
2019,REGION II (CAGAYAN VALLEY),Sex,Male,234
2019,REGION III (CENTRAL LUZON),Sex,Male,1017
2019,REGION IV-A (CALABARZON),Sex,Male,994
2019,MIMAROPA REGION,Sex,Male,128
2019,REGION V (BICOL REGION),Sex,Male,370
2019,REGION VI (WESTERN VISAYAS),Sex,Male,533
2019,REGION VII (CENTRAL VISAYAS),Sex,Male,671
2019,REGION VIII (EASTERN VISAYAS),Sex,Male,235
2019,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,244
2019,REGION X (NORTHERN MINDANAO),Sex,Male,307
2019,REGION XI (DAVAO REGION),Sex,Male,385
